ID,Path,Size,MimeType,AgeDays,Score,RetentionBand,TargetPath,Operation,Snippet,Ext
1Be-dz-oSxwIAZlze6eb-ZyWw41LLjVR6,1.Organize/Twister/Carnival Delivery.xlsx,29220,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,1147,81.8,active,01-Active/Career & Past Work/Softvision/Carnival Delivery.xlsx,move,,.xlsx
1AYnhlct_aSHVVLkFr3g7oUIlDaeeKi_P,1.Organize/Twister/resume,0,inode/directory,1243,58.6,review,02-Review/Career & Past Work/Softvision/resume,move,,
1L-tJmr7pjxxQZar-9RUcmYDg1BPcP20s,1.Organize/Twister/Anglur -tech stack def.pdf,8095709,application/pdf,1264,77.9,review,02-Review/Career & Past Work/Softvision/Anglur -tech stack def.pdf,move,,.pdf
1hxYSsqXKhV0vTtIOya3_kT87qq3jcR-3,1.Organize/Twister/Product tasks.png,2188688,image/png,1269,57.7,review,02-Review/Media & Assets/Product tasks.png,move,,.png
1L0gqBbmyHdveRu59a8ywh4nBeM__uNRV,1.Organize/Twister/Design Audit.pdf,3370445,application/pdf,1449,71.7,review,02-Review/Career & Past Work/Softvision/Design Audit.pdf,move,,.pdf
1KZb78kANWZ7xwIHcphFqBSRGNZ3rPyaf,1.Organize/Twister/pp,0,inode/directory,1462,51.3,review,02-Review/Career & Past Work/Softvision/pp,move,,
1raX6f4t7kFOXK10VgZh12W_r27IjbH45,1.Organize/Twister/dt,0,inode/directory,1471,51.0,review,02-Review/Career & Past Work/Softvision/dt,move,,
1Cj-2qeOPdPsO_wlH__Fr2W6esvHOn7Qk,1.Organize/Twister/Workshop Summary Decks-20220225T020700Z-001.zip,15028622,application/zip,1471,51.0,review,02-Review/Career & Past Work/Softvision/Workshop Summary Decks-20220225T020700Z-001.zip,move,,.zip
1PG_3R5JbluH-DjhhVCc0EUSpNgWoGxeM,1.Organize/Twister/Workshop Mural Export-20220225T020232Z-001.zip,150381243,application/zip,1471,51.0,review,02-Review/Career & Past Work/Softvision/Workshop Mural Export-20220225T020232Z-001.zip,move,,.zip
13Qa_0j1NYBip_yKdSZOPs48Z1ivDOpBi,1.Organize/Twister/Important links.docx,292626,application/vnd.openxmlformats-officedocument.wordprocessingml.document,1471,71.0,review,02-Review/Career & Past Work/Softvision/Important links.docx,move,,.docx
1wOSK5Jj03MJSSTkcqCZVBCc9o6gF6_5-,1.Organize/Twister/Copy of GuildSummit_Solutions.pptx,151995096,application/vnd.openxmlformats-officedocument.presentationml.presentation,1471,41.0,archive_candidate,03-Archive/Career & Past Work/Softvision/Copy of GuildSummit_Solutions.pptx,move,,.pptx
1w_n6OwhEEiOEeOqN_-EPr4R9wJgSvTef,1.Organize/Twister/innovation,0,inode/directory,1484,50.5,review,02-Review/Career & Past Work/Softvision/innovation,move,,
10JzE-DqYRgmGcot_J5OmEpbEp1rK_LKM,1.Organize/Twister/[Template] Customer Discovery.pdf,1713255,application/pdf,1485,70.5,review,02-Review/Career & Past Work/Softvision/[Template] Customer Discovery.pdf,move,,.pdf
1vesUVB7rxECh4LVhpe4JlOgAiVwzyz-g,1.Organize/Twister/Archive.zip,2424291,application/zip,1485,50.5,review,02-Review/Career & Past Work/Softvision/Archive.zip,move,,.zip
1qbl6jpO8K9SHuPvRI9gQInycdX6CSdjk,1.Organize/Twister/4c.zip,1025450,application/zip,1485,50.5,review,02-Review/Career & Past Work/Softvision/4c.zip,move,,.zip
1Ep1uRqJjuc9JbooAwMlLUycTLhOJgMuN,1.Organize/Twister/SPE,0,inode/directory,1486,50.5,review,02-Review/Career & Past Work/Softvision/SPE,move,,
1V-aJlf4sJw6i3iF5txLMiHIP7DLGN8t5,1.Organize/Twister/Community,0,inode/directory,1486,50.5,review,02-Review/Career & Past Work/Softvision/Community,move,,
1LamPxpbh4OnBGeMbNMCAvGPZS8CS9-kv,1.Organize/Twister/Product ,0,inode/directory,1486,50.5,review,02-Review/Career & Past Work/Softvision/Product ,move,,
1B8E2SAvh_hJgkydCsA4A1jmxgA7IMvgo,1.Organize/Twister/Product Discovery,0,inode/directory,1486,50.5,review,02-Review/Career & Past Work/Softvision/Product Discovery,move,,
1T1ap75ahPMvDOuQtNhLqWs1hRUMogSwE,1.Organize/Twister/ Community Kick-Off Session Breakout Activities - Product.pptx,4243513,application/vnd.openxmlformats-officedocument.presentationml.presentation,1498,70.1,review,02-Review/Career & Past Work/Softvision/ Community Kick-Off Session Breakout Activities - Product.pptx,move,,.pptx
1e2Oe1oLH1W5HZkRHfTmeJYg-QZiwN4Pf,1.Organize/Twister/NA Product Strategy Community Kick-Off .pptx,25818077,application/vnd.openxmlformats-officedocument.presentationml.presentation,1498,70.1,review,02-Review/Career & Past Work/Softvision/NA Product Strategy Community Kick-Off .pptx,move,,.pptx
1qCZhKI85Nz99O4Gpn-fBYlMUmw2AzV7a,1.Organize/Twister/692587.png,723841,image/png,1786,40.5,archive_candidate,03-Archive/Media & Assets/692587.png,move,,.png
1gUrPLpqLHYN6PQXJQhbwc2AhKu-Nqaaj,1.Organize/Twister/Architecture[5439].png,161636,image/png,1786,40.5,archive_candidate,03-Archive/Media & Assets/Architecture[5439].png,move,,.png
15kjCTp89MprFiV0hwzZN7Yb8EL6jnwA8,1.Organize/Twister/3548.pdf,2257868,application/pdf,1787,60.4,review,02-Review/Career & Past Work/Softvision/3548.pdf,move,,.pdf
1yDE76AkSmVoJ-pveI-oEAOL6pkMXQdkm,1.Organize/Twister/3549.pdf,392932,application/pdf,1787,60.4,review,02-Review/Career & Past Work/Softvision/3549.pdf,move,,.pdf
1t35o5vXqjQzZm-RseQVFhQqoNSuPZFUK,1.Organize/Twister/2295.pdf,1789169,application/pdf,1787,60.4,review,02-Review/Career & Past Work/Softvision/2295.pdf,move,,.pdf
1yCP5h79sBG1oT7I9BT46Xs2YLH7JThHK,1.Organize/Twister/2533.png,253323,image/png,1787,40.4,archive_candidate,03-Archive/Media & Assets/2533.png,move,,.png
1_Qol0umLUk-StNa9DAL9TM5Y0ImAJV1l,1.Organize/Twister/2604.pdf,2566488,application/pdf,1787,60.4,review,02-Review/Career & Past Work/Softvision/2604.pdf,move,,.pdf
1A0vVq2s0vExiBAjnIoJNHMmMdqPjUrRn,1.Organize/Twister/HRI_Competitive_Analysis_1021[2626].pdf,3323850,application/pdf,1787,60.4,review,02-Review/Career & Past Work/Softvision/HRI_Competitive_Analysis_1021[2626].pdf,move,,.pdf
1T-eI847K3uX3gQZOi-g_3cCrtpArbzgH,1.Organize/Twister/2634.pdf,2862641,application/pdf,1787,60.4,review,02-Review/Career & Past Work/Softvision/2634.pdf,move,,.pdf
1U6n8VoEnok4JSkkHm7HQjifZTHq-RXC-,1.Organize/Twister/2708.pdf,4672767,application/pdf,1787,60.4,review,02-Review/Career & Past Work/Softvision/2708.pdf,move,,.pdf
194BEfgkYL7XRVapCLFTyWzqVZFgqEmBy,1.Organize/Twister/2985.pdf,326321,application/pdf,1787,60.4,review,02-Review/Career & Past Work/Softvision/2985.pdf,move,,.pdf
1-LMSdPelikLbwy1EdMFKxNeYTlrVrWR8,1.Organize/Twister/2987.pdf,2112948,application/pdf,1787,60.4,review,02-Review/Career & Past Work/Softvision/2987.pdf,move,,.pdf
1suGE0ed2X9Tx-tIbnUaZb_78SUEGDep2,1.Organize/Twister/2993.pdf,8920597,application/pdf,1787,60.4,review,02-Review/Career & Past Work/Softvision/2993.pdf,move,,.pdf
1kmEtoDiBrVtWL80RL-5ezpcU5XnKqnyx,1.Organize/Twister/3022.pdf,695541,application/pdf,1787,60.4,review,02-Review/Career & Past Work/Softvision/3022.pdf,move,,.pdf
1e7mYQ4pyTYw0LL0F-2kwogDbr1kBOXWy,1.Organize/Twister/3034.pdf,7037566,application/pdf,1787,60.4,review,02-Review/Career & Past Work/Softvision/3034.pdf,move,,.pdf
13Iooir4eXsIzJqQrL18uXUAx3aJp28zs,1.Organize/Twister/3035.pdf,62727,application/pdf,1787,60.4,review,02-Review/Career & Past Work/Softvision/3035.pdf,move,,.pdf
12X_2FhTLdt5AeSd0zimwGam9VIg005HW,1.Organize/Twister/LKQ[3078].pdf,4638611,application/pdf,1787,60.4,review,02-Review/Career & Past Work/Softvision/LKQ[3078].pdf,move,,.pdf
1sZrIQn4fJZT2Nod-nqLhx5VWlJmF1CEY,1.Organize/Twister/3083.pdf,659619,application/pdf,1787,60.4,review,02-Review/Career & Past Work/Softvision/3083.pdf,move,,.pdf
12ZRDJRvrBrlfUS4SZ8Jm5U1Vc_h9e1J-,1.Organize/Twister/3084.zip,1049561,application/zip,1787,40.4,archive_candidate,03-Archive/Career & Past Work/Softvision/3084.zip,move,,.zip
1tp6OzCs93ESxlEJFqSV7WEMvQyP4l8Sy,1.Organize/Twister/3124.pdf,3225162,application/pdf,1787,60.4,review,02-Review/Career & Past Work/Softvision/3124.pdf,move,,.pdf
1auGYcIXN6GxSED55V0s1gHcLyUrghBcQ,1.Organize/Twister/3137.pdf,3225162,application/pdf,1787,60.4,review,02-Review/Career & Past Work/Softvision/3137.pdf,move,,.pdf
1ZzD8VpK6dBu9_I5lkLXmqqMePt6dzvY1,1.Organize/Twister/Macmillan[3144].pdf,1425001,application/pdf,1787,60.4,review,02-Review/Career & Past Work/Softvision/Macmillan[3144].pdf,move,,.pdf
1E3Eyp7bCVizQ0UiOdF3zcMPckYFRqQtA,1.Organize/Twister/3163.pdf,1913058,application/pdf,1787,60.4,review,02-Review/Career & Past Work/Softvision/3163.pdf,move,,.pdf
1z2FY5kz70QzHYyb_OB9zCLUVp346tWpy,1.Organize/Twister/1799.pdf,223152,application/pdf,1787,60.4,review,02-Review/Career & Past Work/Softvision/1799.pdf,move,,.pdf
12wvwvLffjYSDnSpi9ZlbqFAeRnFi-f3B,1.Organize/Twister/TRI615_Online_Claims_Correction_A[60].pdf,991976,application/pdf,1787,60.4,review,02-Review/Career & Past Work/Softvision/TRI615_Online_Claims_Correction_A[60].pdf,move,,.pdf
1HC6W1zJGxy_IvYnp8szYNeiLxAfm7OGr,1.Organize/Twister/ERA_Analysis_External_Help_Guide[61].pdf,1011091,application/pdf,1787,60.4,review,02-Review/Career & Past Work/Softvision/ERA_Analysis_External_Help_Guide[61].pdf,move,,.pdf
1fR56W75v6pc3BMWhPvI80kc-l-fcSTSU,1.Organize/Twister/1208.zip,6595528,application/zip,1787,40.4,archive_candidate,03-Archive/Career & Past Work/Softvision/1208.zip,move,,.zip
18jCcPPydGSAubzNssuuSAVw9l8UwK6xg,1.Organize/Twister/1726.pdf,445093,application/pdf,1787,60.4,review,02-Review/Career & Past Work/Softvision/1726.pdf,move,,.pdf
1TsWdGEx1Bp5yKU_8gDA22XwkuysD-N9I,1.Organize/Twister/Product /Cognizant Softvision - Response for Merck eBusiness CX RFP.pptx,18745435,application/vnd.openxmlformats-officedocument.presentationml.presentation,29,100.0,active,01-Active/Career & Past Work/Softvision/Cognizant Softvision - Response for Merck eBusiness CX RFP.pptx,move,,.pptx
1Apw9wiMCvIB7dKaEHT-oj2X8nVjCQSY8,1.Organize/Twister/Product /Product Strategy Perf. Review Comparison a_o 8.5.2021.xlsx,129157,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,252,100.0,active,01-Active/Career & Past Work/Softvision/Product Strategy Perf. Review Comparison a_o 8.5.2021.xlsx,move,,.xlsx
1vywPR2xejwGDTZTQc1mPfuLhWihGwLuB,1.Organize/Twister/Product /Retail Ecosystem Industry Journey.pptx,25719547,application/vnd.openxmlformats-officedocument.presentationml.presentation,315,100.0,active,01-Active/Career & Past Work/Softvision/Retail Ecosystem Industry Journey.pptx,move,,.pptx
1EbQaI0Rew2dAh60NVJiqdL2HhCtSPm1O,1.Organize/Twister/Product /NA XD Community Monthly - Dec21 .pptx,16680572,application/vnd.openxmlformats-officedocument.presentationml.presentation,500,100.0,active,01-Active/Career & Past Work/Softvision/NA XD Community Monthly - Dec21 .pptx,move,,.pptx
1HS1vNieYT0jocPcYzf1EUrN_Q8-30izb,1.Organize/Twister/resume/3123.docx,981794,application/vnd.openxmlformats-officedocument.wordprocessingml.document,702,96.6,active,01-Active/Career & Past Work/Softvision/3123.docx,move,,.docx
1bO-QX_qb6TJLYARm1fQrTH5Ht-FfPa8F,1.Organize/Twister/Product /Tracker - Current Business Capabilities.pptx,1819055,application/vnd.openxmlformats-officedocument.presentationml.presentation,729,95.7,active,01-Active/Career & Past Work/Softvision/Tracker - Current Business Capabilities.pptx,move,,.pptx
1a2N-uLTMcLHvGePK-BQWFppjBrYblfyf,1.Organize/Twister/pp/SEL dashboard.pptx,541441,application/vnd.openxmlformats-officedocument.presentationml.presentation,729,95.7,active,01-Active/Career & Past Work/Softvision/SEL dashboard.pptx,move,,.pptx
1PD1Z4enKmNCk0vXPzISJLuGY5eskxCJM,1.Organize/Twister/Product /XD | Mentorship Program.pptx,25614661,application/vnd.openxmlformats-officedocument.presentationml.presentation,784,93.9,active,01-Active/Career & Past Work/Softvision/XD | Mentorship Program.pptx,move,,.pptx
1go0qnheVFgZ5rkNJ8wPSL7DNN_Pg12CU,1.Organize/Twister/resume/937.xlsx,68782,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,1066,84.5,active,01-Active/Career & Past Work/Softvision/937.xlsx,move,,.xlsx
1vKVE-1Z09XETQPouMRwKOgM1u5GZ3cjh,1.Organize/Twister/Product /Bayer - Commercial Trials rfp response.pptx,32339598,application/vnd.openxmlformats-officedocument.presentationml.presentation,1069,84.4,active,01-Active/Career & Past Work/Softvision/Bayer - Commercial Trials rfp response.pptx,move,,.pptx
1UGF7WESsGUmOz3Y0xuBWygmumYgos01M,1.Organize/Twister/Product /feature_mapping.xlsx,86227,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,1096,83.5,active,01-Active/Career & Past Work/Softvision/feature_mapping.xlsx,move,,.xlsx
1H424I1H8a2p1TxBd5T_40qnyMVqfvCHT,1.Organize/Twister/Product /BFS Design Thinking Aug 2020.pptx,9526596,application/vnd.openxmlformats-officedocument.presentationml.presentation,1125,82.5,active,01-Active/Career & Past Work/Softvision/BFS Design Thinking Aug 2020.pptx,move,,.pptx
1PJ0fKeDy6SKYSNYfe8r50Z9WNgzMwY2k,1.Organize/Twister/Product /Verizon Retail - VIRTUAL Design Sprint [Pitch Deck].pptx,6840803,application/vnd.openxmlformats-officedocument.presentationml.presentation,1136,82.1,active,01-Active/Career & Past Work/Softvision/Verizon Retail - VIRTUAL Design Sprint [Pitch Deck].pptx,move,,.pptx
1JIzXqRUFWB5UKCuvf_wNH-QPOJNTUYI6,1.Organize/Twister/Product /Evolving the FCN Experience v4H.pptx,10671763,application/vnd.openxmlformats-officedocument.presentationml.presentation,1138,82.1,active,01-Active/Career & Past Work/Softvision/Evolving the FCN Experience v4H.pptx,move,,.pptx
1kAcvck32okvrj_PbVe3xtOzpn4eOC233,1.Organize/Twister/Product /Discovery Boilerplate.pptx,11749684,application/vnd.openxmlformats-officedocument.presentationml.presentation,1141,82.0,active,01-Active/Career & Past Work/Softvision/Discovery Boilerplate.pptx,move,,.pptx
1H4rQhgct3YCG3Nyq_wAtjXQBp7Vt8FPT,1.Organize/Twister/Product /WIP - Nestle RR - Phase 2 (post MVP).pptx,2854991,application/vnd.openxmlformats-officedocument.presentationml.presentation,1143,81.9,active,01-Active/Career & Past Work/Softvision/WIP - Nestle RR - Phase 2 (post MVP).pptx,move,,.pptx
18mPC1XRebAmLRZf2KNrmjf_uPv_JSt5N,1.Organize/Twister/pp/Product MVP.pptx,6065828,application/vnd.openxmlformats-officedocument.presentationml.presentation,1147,81.8,active,01-Active/Career & Past Work/Softvision/Product MVP.pptx,move,,.pptx
1d2qDxhu3pezDRv2AzSXWhXXz43yeAzLc,1.Organize/Twister/Product /Deluxe Engagement Flow & Activities.pptx,11428052,application/vnd.openxmlformats-officedocument.presentationml.presentation,1150,81.7,active,01-Active/Career & Past Work/Softvision/Deluxe Engagement Flow & Activities.pptx,move,,.pptx
14ft5OQXOhMDU9IKiHZX99tacick64-MW,1.Organize/Twister/Product /RFQ Microservices Roadmap an EA Practice Deep Dives - Walmart.pptx,5258581,application/vnd.openxmlformats-officedocument.presentationml.presentation,1155,81.5,active,01-Active/Career & Past Work/Softvision/RFQ Microservices Roadmap an EA Practice Deep Dives - Walmart.pptx,move,,.pptx
1NQpjHEgavNgQYmywTCXKyL27od5BCQsK,1.Organize/Twister/Product /Product Design Process Overview.pptx,13155404,application/vnd.openxmlformats-officedocument.presentationml.presentation,1157,81.4,active,01-Active/Career & Past Work/Softvision/Product Design Process Overview.pptx,move,,.pptx
1Cb58eiGTtNIDZnnzFI2XAxwcl5W3UOUz,1.Organize/Twister/Product /Schneider Electric - Design Sprint.pptx,9802794,application/vnd.openxmlformats-officedocument.presentationml.presentation,1169,81.0,active,01-Active/Career & Past Work/Softvision/Schneider Electric - Design Sprint.pptx,move,,.pptx
1O8xDKiwsl41f2CqzYax-pXnE9sfBdcFA,1.Organize/Twister/Product /Northeastern University_Recommendation & Roadmap.pptx,1514124,application/vnd.openxmlformats-officedocument.presentationml.presentation,1172,80.9,active,01-Active/Career & Past Work/Softvision/Northeastern University_Recommendation & Roadmap.pptx,move,,.pptx
1kkI9C2zK5E6Fvts3hpuSVOL2xBmmsfP3,1.Organize/Twister/Product /Secure Power Discovery.pptx,7680732,application/vnd.openxmlformats-officedocument.presentationml.presentation,1173,80.9,active,01-Active/Career & Past Work/Softvision/Secure Power Discovery.pptx,move,,.pptx
1o1wZMgurvChVJzjT-bFMa2iGztxUmDfI,1.Organize/Twister/Product /ReadyRefresh | Web UX_Design Proposal.pptx,52047375,application/vnd.openxmlformats-officedocument.presentationml.presentation,1174,80.9,active,01-Active/Career & Past Work/Softvision/ReadyRefresh | Web UX_Design Proposal.pptx,move,,.pptx
1NZl3f1yQ-x81LmbjqzXLVXNRpdeJN8GC,1.Organize/Twister/Product /Remote Design Sprint.pptx,8486253,application/vnd.openxmlformats-officedocument.presentationml.presentation,1176,80.8,active,01-Active/Career & Past Work/Softvision/Remote Design Sprint.pptx,move,,.pptx
1p583_98TFiljziAi3O9fp7diFfK4vzPk,1.Organize/Twister/Product /Humana Future of Wellness .pptx,21311194,application/vnd.openxmlformats-officedocument.presentationml.presentation,1189,80.4,active,01-Active/Career & Past Work/Softvision/Humana Future of Wellness .pptx,move,,.pptx
1aDnU_ecU5YEeAHaaMVlvFJISnAaHAq8n,1.Organize/Twister/Product /Discovery Playbook Product Deliverables Template.xlsx,219363,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,1194,80.2,active,01-Active/Career & Past Work/Softvision/Discovery Playbook Product Deliverables Template.xlsx,move,,.xlsx
1OXmb7koFt7_8PVJjlQGuOCKddHQYuQ5H,1.Organize/Twister/Product /CSV Product Backlog Workshop Case Study 2022.pptx,18045786,application/vnd.openxmlformats-officedocument.presentationml.presentation,1205,79.8,review,02-Review/Career & Past Work/Softvision/CSV Product Backlog Workshop Case Study 2022.pptx,move,,.pptx
1LcsrKGtC_y1-CCqmiW31IIzMGT630X8w,1.Organize/Twister/Product /Copy of Proposal_USFoods.pptx,15235211,application/vnd.openxmlformats-officedocument.presentationml.presentation,1209,49.7,archive_candidate,03-Archive/Career & Past Work/Softvision/Copy of Proposal_USFoods.pptx,move,,.pptx
1pWB4pVpJBDXTLV8RUYIhWk4h3BpafWkh,1.Organize/Twister/Product /CFA Licensee Discovery - Solution Plan.pptx,14186127,application/vnd.openxmlformats-officedocument.presentationml.presentation,1209,79.7,review,02-Review/Career & Past Work/Softvision/CFA Licensee Discovery - Solution Plan.pptx,move,,.pptx
1JGHtLH98QwogLZWoteABT83Rpago4atH,1.Organize/Twister/Product /Project ACDC_05.29.2020.pptx,20572700,application/vnd.openxmlformats-officedocument.presentationml.presentation,1211,79.6,review,02-Review/Career & Past Work/Softvision/Project ACDC_05.29.2020.pptx,move,,.pptx
1hWomMIlfqT9kIxHIMiLWvNaFcLGOi_G4,1.Organize/Twister/Product /Career Framework - Individual Contributor Audience.pptx,983805,application/vnd.openxmlformats-officedocument.presentationml.presentation,1211,79.6,review,02-Review/Career & Past Work/Softvision/Career Framework - Individual Contributor Audience.pptx,move,,.pptx
12qgQsGn15RbNjlY6J3RDygfzqpvrsAtK,1.Organize/Twister/Product Discovery/Copy of Voyager_Workshops.pptx,2674541,application/vnd.openxmlformats-officedocument.presentationml.presentation,1214,49.5,archive_candidate,03-Archive/Career & Past Work/Softvision/Copy of Voyager_Workshops.pptx,move,,.pptx
1dPNKqeOEmpbV8Rt_nmKqYaw8xcp1UMlc,1.Organize/Twister/Product /Deliverables for John Deere.xlsx,49204,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,1223,79.2,review,02-Review/Career & Past Work/Softvision/Deliverables for John Deere.xlsx,move,,.xlsx
14s3xhtH_o_HR1FtFv1qmW8G1Hk7_9N9W,1.Organize/Twister/Product /Design Skills .xlsx,159589,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,1225,79.2,review,02-Review/Career & Past Work/Softvision/Design Skills .xlsx,move,,.xlsx
1vHCi0Jkx2A0wjHf27eOCDMlmrWlvzVTY,1.Organize/Twister/dt/CP 2.0 Server.xlsx,159467,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,1225,79.2,review,02-Review/Career & Past Work/Softvision/CP 2.0 Server.xlsx,move,,.xlsx
13CNxQEKMZ9-NxaHCSsdwgKE_3S9Moexw,1.Organize/Twister/pp/4924.pptx,1856828,application/vnd.openxmlformats-officedocument.presentationml.presentation,1236,78.8,review,02-Review/Career & Past Work/Softvision/4924.pptx,move,,.pptx
10FPxoWin0DVlKuYB--a4Ij2gt_W2zfYL,1.Organize/Twister/pp/participaotory budget.pptx,9388756,application/vnd.openxmlformats-officedocument.presentationml.presentation,1236,78.8,review,02-Review/Career & Past Work/Softvision/participaotory budget.pptx,move,,.pptx
1MVYm6jkHGaIwyAorz2GP4DgU-cPK54Lx,1.Organize/Twister/pp/HCSC project to product.pptx,2464347,application/vnd.openxmlformats-officedocument.presentationml.presentation,1243,78.6,review,02-Review/Career & Past Work/Softvision/HCSC project to product.pptx,move,,.pptx
1L-MGgmqLyIVS5jEBiW-FzZkcz3nb6Dy5,1.Organize/Twister/Product /POV_Move from Project to Product_EE Agile.pptx,3789443,application/vnd.openxmlformats-officedocument.presentationml.presentation,1243,78.6,review,02-Review/Career & Past Work/Softvision/POV_Move from Project to Product_EE Agile.pptx,move,,.pptx
1f3CP3b5fyMR3q0atsZt-jXe53BEprW8s,1.Organize/Twister/Product Discovery/Enbridge _ Discovery Proposal.pptx,13152538,application/vnd.openxmlformats-officedocument.presentationml.presentation,1258,78.1,review,02-Review/Career & Past Work/Softvision/Enbridge _ Discovery Proposal.pptx,move,,.pptx
1kDXxQKd-N8dudCKLsvPBzG2LL092YuW5,1.Organize/Twister/Product /Workshop - Lightning Talks.pptx,1026543,application/vnd.openxmlformats-officedocument.presentationml.presentation,1260,78.0,review,02-Review/Career & Past Work/Softvision/Workshop - Lightning Talks.pptx,move,,.pptx
1B26X54UYMDJec3W2BVL8_nltdnxbrWML,1.Organize/Twister/Product /Core-Members-Assessment-Template (2).xlsx,265163,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,1263,77.9,review,02-Review/Career & Past Work/Softvision/Core-Members-Assessment-Template (2).xlsx,move,,.xlsx
1WIknydYEytrHMy_UtyV_M2PVpfRfabAL,1.Organize/Twister/dt/IDea C Design.png,210594,image/png,1263,57.9,review,02-Review/Media & Assets/IDea C Design.png,move,,.png
1KJH-19NZQE7KzTf0st7ber1VfJ_tg-QM,1.Organize/Twister/Product /Gilead G.net Gcap Proposal.pptx,6322402,application/vnd.openxmlformats-officedocument.presentationml.presentation,1264,77.9,review,02-Review/Career & Past Work/Softvision/Gilead G.net Gcap Proposal.pptx,move,,.pptx
1zojfr3gPEDK3xaR9y3ynjMGO4sCcruBw,1.Organize/Twister/pp/TPS **.pptx,15884532,application/vnd.openxmlformats-officedocument.presentationml.presentation,1264,77.9,review,02-Review/Career & Past Work/Softvision/TPS **.pptx,move,,.pptx
10FSkwZfsgnSkVPujC7lzBi9Rrq-XLLJG,1.Organize/Twister/Product /Product Cycle Checklist Template.xlsx,21314,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,1270,77.7,review,02-Review/Career & Past Work/Softvision/Product Cycle Checklist Template.xlsx,move,,.xlsx
1qTpdhTBe2is_mgSvIWbyZDMH0-ppIUzU,1.Organize/Twister/Product /EZC mPOS Discovery Workshop draft v2 - sbs.pptx,8844651,application/vnd.openxmlformats-officedocument.presentationml.presentation,1271,77.6,review,02-Review/Career & Past Work/Softvision/EZC mPOS Discovery Workshop draft v2 - sbs.pptx,move,,.pptx
19ayOAkh-JYT8eNQYU4dk8u2daEwifOXV,1.Organize/Twister/Product /Cognizant-Gilead-Proposal-PeopleSearch-v6.3.pptx,11578595,application/vnd.openxmlformats-officedocument.presentationml.presentation,1271,77.6,review,02-Review/Career & Past Work/Softvision/Cognizant-Gilead-Proposal-PeopleSearch-v6.3.pptx,move,,.pptx
14aF4C9H8nusYrZrnWs5L1fGa13i-cNKZ,1.Organize/Twister/Product /Softvision_Texas Health Resources Proposal.pptx,41793386,application/vnd.openxmlformats-officedocument.presentationml.presentation,1271,77.6,review,02-Review/Career & Past Work/Softvision/Softvision_Texas Health Resources Proposal.pptx,move,,.pptx
1JSq9x8T8KKO-wgKI0HY9V5Ofald9XdAZ,1.Organize/Twister/pp/2745.pptx,9317614,application/vnd.openxmlformats-officedocument.presentationml.presentation,1271,77.6,review,02-Review/Career & Past Work/Softvision/2745.pptx,move,,.pptx
1qVAEiw-qFQcLxQKiyGtzW0gFCyLe58C-,1.Organize/Twister/pp/auto finance trends.pptx,2722568,application/vnd.openxmlformats-officedocument.presentationml.presentation,1271,77.6,review,02-Review/Career & Past Work/Softvision/auto finance trends.pptx,move,,.pptx
1dZsbXbEyiiEjynKJtAjXz6hlNAHyYh3w,1.Organize/Twister/Product /Copy of MM Frontend Estimates.xlsx,29286,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,1272,47.6,archive_candidate,03-Archive/Career & Past Work/Softvision/Copy of MM Frontend Estimates.xlsx,move,,.xlsx
1PBTfg0aPV-WT-DMufKKeAAEn4vaIPyKV,1.Organize/Twister/Product /NE Governance.pptx,1579068,application/vnd.openxmlformats-officedocument.presentationml.presentation,1272,77.6,review,02-Review/Career & Past Work/Softvision/NE Governance.pptx,move,,.pptx
1-MKuM6_rCtbBLwfx0iBa6dMN6GxyfASU,1.Organize/Twister/pp/fiserv - personas.pptx,10954712,application/vnd.openxmlformats-officedocument.presentationml.presentation,1304,76.5,review,02-Review/Career & Past Work/Softvision/fiserv - personas.pptx,move,,.pptx
1tn0NVS8mEWSCbezscVyKfcfDQNatZeZQ,1.Organize/Twister/Product /UnitedHealth SharePoint - Final Version.pptx,42192909,application/vnd.openxmlformats-officedocument.presentationml.presentation,1308,76.4,review,02-Review/Career & Past Work/Softvision/UnitedHealth SharePoint - Final Version.pptx,move,,.pptx
1ErcaDzBrhe-1j4qD4vo2kx_c-1r_1f8X,1.Organize/Twister/pp/Healthcare provider.pptx,3224402,application/vnd.openxmlformats-officedocument.presentationml.presentation,1320,76.0,review,02-Review/Career & Past Work/Softvision/Healthcare provider.pptx,move,,.pptx
1Sz6oTjnxWFY-8E4cRVVU8CMJ5QGUDu5_,1.Organize/Twister/pp/budget discovery - value stream.pptx,6060710,application/vnd.openxmlformats-officedocument.presentationml.presentation,1347,75.1,review,02-Review/Career & Past Work/Softvision/budget discovery - value stream.pptx,move,,.pptx
